name,symptoms 
Raiva,"A raiva é uma doença infecciosa aguda que pode acometer todos os mamíferos de sangue quente, sendo considerada uma zoonose por ser transmitida de alguns animais para o homem.A moléstia decorre da ação de um vírus mortal transmitido pela saliva através da mordida ou da lambedura do animal, que, uma vez instalado no organismo humano ou animal, rapidamente se alastra dos nervos para o sistema nervoso central, causando inflamação no encéfalo, a encefalite, e outros danos neurológicos fatais.Apesar dessa evolução grave, a doença pode ser prevenida com bastante eficácia com a imunização animal periódica e com o controle de cães e gatos errantes, que vagam pelas ruas à deriva.A raiva é uma moléstia de ocorrência universal e, atualmente, só está erradicada de países como Japão, Reino Unido, Havaí e de determinadas ilhas do Pacífico.No Brasil, porém, a zoonose ainda faz vítimas na população. De 1980 a 2005, houve 1.388 casos confirmados, a maioria nas regiões Norte e Nordeste, mas o número de pessoas infectadas caiu abruptamente nas últimas décadas, tendo saído de 173 casos, em 1980, para 44, em 2005.Ainda assim, mesmo no Estado de São Paulo existem regiões endêmicas de raiva em animais, sobretudo em cães, o que exige das autoridades de saúde e da própria população uma maior atuação para evitar novas ocorrências em humanos."
Retinopatia diabética,"A retinopatia diabética é uma complicação ocular do diabetes que interfere na circulação do sangue pela retina, a porção do olho que contém as células responsáveis por perceber a luz e enviar as imagens ao cérebro.A hiperglicemia promove uma série de alterações metabólicas locais na retina que levam a   enfraquecimento  das paredes dos vasos dando origem a minúsculas dilatações, chamadas de microaneurismas, que podem sofrer ruptura e deixar escapar sangue,  extravazamento de  lipídeos do sangue que se depositam na retina (exsudação) e a diminuição da circulação sangüinea local (isquemia ) . Essas alterações, em maior ou menor grau, levam a distorções visuais e podem comprometer a visão central.Existem duas formas principais da doença: a forma não-proliferativa, em que ocorrem as alterações locais, sem a formação de vasos, e a forma proliferativa, em que o grau de isquemia é suficiente para determinar a proliferação de novos vasos.  Muito frágeis, esses minúsculos vasos se dilatam e se rompem com mais facilidade, formando um tipo de cicatriz que começa a repuxar a retina e a causar seu progressivo descolamento. É possível que a forma não –proliferativa progrida para a forma proliferativa, se não tratada.Na prática, portanto, a retinopatia é potencialmente capaz de provocar a perda parcial ou total da visão, a ponto de estar entre as principais causas de cegueira na população mundial adulta. Embora afete a maioria dos diabéticos com o passar dos anos, essa complicação, que hoje tem tratamento, pode ser postergada com a manutenção de taxas adequadas de glicose no sangue."
Rinite,"A rinite é uma doença inflamatória da mucosa do nariz, que pode ser aguda, quando tem duração de até três semanas, ou crônica, quando se prolonga por mais de 21 dias. Numa situação normal, o nariz cumpre o papel de proteger o pulmão de substâncias tóxicas, já que é a porta de entrada do ar para nosso organismo, barrando o ingresso de agressores ou expulsando-os por meio de suas células ciliadas, cobertas por uma fina camada de muco, que se movimentam com essa finalidade de limpeza e proteção.Outro papel fundamental dessa estrutura é o de esquentar o ar a 37ºC antes que ele chegue aos alvéolos pulmonares, ainda que a temperatura ambiente esteja bem mais fria.A rinite, no entanto, quebra o funcionamento de todo esse mecanismo, qualquer que seja seu fator desencadeante, determinando sintomas incômodos e, o que é pior, aumentando a predisposição do indivíduo a outras doenças das vias respiratórias superiores, sobretudo a sinusite. Por isso, independentemente de sua causa, a condição merece tratamento especializado.As inflamações da mucosa nasal são muito comuns em nosso meio. De acordo com a Revista Brasileira de Otorrinolaringologia, no Brasil, alguns estudos dão conta de que a rinite alérgica, por exemplo, afeta 33% das crianças de 6 a 7 anos e 34% dos adolescentes entre 13 e 14 anos."
Rubéola,"A rubéola é uma moléstia infectocontagiosa caracterizada por manchas vermelhas –  denominadas exantemas –, que surgem inicialmente no rosto e atrás das orelhas e se espalham por todo o corpo. Atinge adultos e crianças, mas, assim como o sarampo e a caxumba, faz parte das chamadas doenças comuns da infância.Apesar de se tratar de uma infecção benigna, a rubéola costuma ser grave em sua forma congênita, ou seja, quando passada da mãe para o feto durante a gravidez, especialmente se a mulher se contamina no primeiro trimestre da gestação. Isso porque, no feto, a doença pode provocar malformações como surdez, problemas visuais, alterações cardíacas e distúrbios neurológicos."
Sarampo,"Definida como uma moléstia infecciosa altamente contagiosa, o sarampo faz parte do grupo das chamadas doenças comuns da infância, que cursam com manchas vermelhas na pele. Certamente é a mais grave dessas infecções, uma vez que pode afetar vários órgãos, como os pulmões, os ouvidos e o sistema nervoso central.A infecção, no entanto, acomete também adultos não vacinados ou que não a tiveram quando crianças. Por isso, diante do surgimento de placas avermelhadas na pele, o melhor a fazer é procurar imediatamente um médico, qualquer que seja a idade do portador dessa manifestação."
Sepse,"A sepse, também conhecida como septicemia ou infecção generalizada, é um conjunto de manifestações inflamatórias graves, que ocorrem em todo o organismo em decorrência de um processo infeccioso comprovado. Na prática, a pessoa adquire uma infecção na comunidade ou no hospital e não responde bem ao tratamento com antibióticos, seja porque a terapêutica não foi feita ou seguida de modo adequado, seja porque os microrganismos se tornaram resistentes ao medicamento utilizado. Sem que tenham sido combatidas, portanto, as bactérias ganham a circulação de maneira contínua ou intermitente. Com isso, o organismo começa a apresentar uma reação inflamatória inespecífica e sistêmica, ou seja, vários órgãos são afetados. A existência dessa síndrome caracteriza a sepse, que pode evoluir rapidamente para uma forma mais grave, já com reflexos à função dos órgãos, e para o chamado choque séptico, com queda importante da pressão arterial e má oxigenação de células e tecidos. Nesse ponto, o funcionamento geral do corpo fica comprometido e não pode ser mantido sem a intervenção de aparelhos e medicamentos – e mesmo assim com alto risco de falência múltipla de órgãos. A sepse permanece como um desafio médico, uma vez que a taxa de mortalidade em geral é alta e depende de vários fatores, tais como idade, doenças subjacentes, presença de traumas físicos associados e, especialmente, da estrutura da Unidade de Terapia Intensiva (UTI) onde o paciente está sendo tratado. Apesar desse curso rápido, há muito que fazer para conter a infecção, desde que o doente receba cuidados médicos intensivos a tempo."
Sinusite,"A sinusite é a inflamação da membrana mucosa que reveste a cavidade nasal e os seios paranasais – ou seios da face –, que não têm uma função muito bem definida no organismo, mas parecem servir para reduzir o peso do crânio e para dar ressonância à voz.Contudo, o termo mais correto para esse processo inflamatório é mesmo rinossinusite, visto que a rinite e a sinusite são freqüentemente uma doença em continuidade. O fato é que, embora a rinite tenha ocorrência isolada, raramente se observa uma sinusite sem uma rinite anterior.A rinossinusite pode ser aguda, quando dura cerca de quatro semanas, ou crônica, quando as alterações inflamatórias se prolongam por mais de 12 semanas. Qualquer que seja o tempo de duração, há sempre um componente infeccioso envolvido – na maioria das vezes, uma bactéria. A doença ocorre com muita freqüência na população geral, afetando uma em cada oito pessoas ao longo de suas vidas.Como qualquer outra moléstia respiratória, a rinossinusite não é de difícil tratamento, mas, pela sua proximidade com áreas nobres, como os olhos e o cérebro, uma inflamação não curada ou tratada de modo inadequado pode causar complicações intra-oculares, como infecção do globo ocular, e intracranianas, a exemplo de meningite. Por isso, qualquer resfriado que não melhore em cerca de cinco dias já constitui motivo suficiente para procurar um otorrinolaringologista ou um médico de confiança."
Sopro cardíaco,"O sopro cardíaco é um ruído que pode ser ouvido entre um batimento e outro do coração. Não se trata de uma doença, mas de um achado ao se examinar o coração com o estetoscópio, que pode ter ou não significado clínico, ou seja, indicar ou não doença do coração.Pode ocorrer em crianças, adultos e idosos. Cerca de 40% a 50% das crianças saudáveis apresentam o sopro denominado inocente ou fisiológico, decorrente de fenômenos naturais. É um tipo de sopro com características próprias, que após investigação clínica não se encontra doença.Entretanto, o sopro também pode ser representação de doenças cardíacas congênitas ou adquiridas. Por haver essa possibilidade, é preciso esclarecer sua origem. Como muitas vezes o sopro é detectado em consultas de rotina em crianças, a notícia costuma causar uma grande preocupação para os pais.Contudo, na maioria das vezes, o sopro é do tipo inocente, ou seja, sem causa ou doença detectável e, mesmo quando há doenças responsáveis pelo seu aparecimento, as perspectivas atuais de sucesso no tratamento, quando necessário, são muito boas. "
Sífilis,"A sífilis, ou lues, é uma doença sexualmente transmissível (DST) causada pela bactéria Treponema pallidum. É uma infecção crônica com manifestações cutâneas temporárias, de distribuição universal. Depois da aids, ocupa o posto de DST mais preocupante, uma vez que, se não tratada em suas fases iniciais, progride com manifestações que comprometem todo o organismo, principalmente olhos, pele, ossos, coração, cérebro e sistema nervoso.A doença está dividida em três estágios: primário, secundário e terciário. As duas primeiras fases apresentam as características mais marcantes da infecção, quando se observam os principais sintomas e também quando há mais possibilidade de transmissão. Em seguida, a sífilis aparentemente desaparece por um longo período, ficando num estado de latência, ainda potencialmente transmissível, mas sem sintomas, embora com chances de recaídas para o estágio secundário, ou, então, entra em sua fase terciária, justamente quando os órgãos-alvo, tomados pela bactéria, começam a se inflamar lenta e progressivamente, resultando num quadro severo que, no mínimo, deixa seqüelas irreversíveis.Estima-se que a sífilis faça 900 mil casos novos no Brasil a cada ano, não obstante as campanhas de prevenção de DST. Desses, pelo menos 50 mil envolvem gestantes, que acabam passando a doença para 12 mil bebês por ano, segundo cálculos do Ministério da Saúde. Apesar disso, há subnotificação da forma congênita da infecção. De 1998 a junho de 2006, foram registrados apenas 36,6 mil casos em crianças."
Síndrome de Down,"A síndrome de Down pode ser reconhecida por suas características físicas diferenciadas e está associada a um atraso no desenvolvimento motor e a uma maior dificuldade no aprendizado, em decorrência de redução nas habilidades intelectuais.Ela é causada por um erro que ocorre durante a formação de um gameta, seja ele um óvulo ou um espermatozóide, fazendo com que um deles tenha um cromossomo adicional. Quando os gametas se unem para gerar um embrião, a presença desse cromossomo adicional leva a alteração na formação do bebê, o que faz com que ele apresente características diferentes das normais.O nome dessa condição é uma homenagem ao médico inglês John Langdon Down, que em 1866, descreveu pela primeira vez, as características de uma criança com a síndrome. Sabe-se hoje que ela ocorre em um de cada 650 recém-nascidos, mas a freqüência dessa alteração por ocasião da concepção é mais elevada, havendo portanto um maior risco de interrupção espontânea da gestação.Apesar de não ter cura, muito pode ser feito por portadores de síndrome de Down, tanto para corrigir eventuais defeitos físicos associados, tais como malformações cardíacas, como para promover a sua maior integração social e melhor desenvolvimento, por meio de programas de estimulação e inclusão social."
Síndrome de Prader-Willi,"A síndrome de Prader-Willi é uma doença congênita, que afeta o sistema nervoso central, causando um atraso leve ou moderado no desenvolvimento físico e mental, distúrbios de aprendizagem, alteração no comportamento, no desenvolvimento sexual e uma necessidade involuntária e constante de comer. Esse apetite compulsivo, associado ao gasto reduzido de calorias também caracteriza a doença, levando à obesidade.A maioria das manifestações citadas decorre de interferências no funcionamento do hipotálamo, área do cérebro que regula a fome, a temperatura corporal, o sono e o balanço de líquidos no corpo, além de estar implicada no comportamento sexual e na expressão das emoções.Descrita pela primeira vez pelos médicos suíços A. Prader, H. Willi e A. Labhart, a síndrome de Prader-Willi é a forma mais comum de obesidade de causa genética, tendo uma incidência estimada em um caso para cada grupo de 15 mil recém-nascidos vivos. Assim como ocorre em outras doenças genéticas que determinam algum grau de atraso neurológico, o bom desenvolvimento do portador da doença depende de terapias e estímulos, que evidentemente são mais eficazes quando precocemente instituídas.O maior risco implicado com a síndrome está na instalação de obesidade precoce. No entanto, desde que seja realizada a prevenção do excesso de peso e de suas graves conseqüências – como hipertensão arterial, diabetes e dificuldades respiratórias –, a expectativa de vida desse grupo se aproxima ao da restante da população."
Síndrome de Williams,"O portador da síndrome de Williams nasce geralmente com baixo peso, tem dificuldade para se alimentar, costuma chorar muito e mostrar-se irritado. Desde o nascimento, o bebê já pode apresentar problemas cardíacos, mas os neurológicos muitas vezes são percebidos somente quando a criança é maior. O aspecto facial característico fica mais perceptível com o passar do tempo, sobretudo na presença de nariz pequeno e empinado, lábios cheios, dentes pequenos e sorriso freqüente.Estas características geralmente são acompanhadas por atraso neuromotor e de crescimento, dificuldade de locomoção e equilíbrio, dificuldade de aprendizagem e déficit de atenção. São comuns também, nos primeiros anos de vida, os transtornos odontológicos, como a ausência de alguns dentes e o mau fechamento das arcadas dentárias, e as otites de repetição.Do ponto de vista comportamental, há um perfil bastante peculiar, marcado por grande sociabilidade e entusiasmo, memória admirável para pessoas, nomes e lugares, medo de altura e hipersensibilidade a sons fortes tais como de liquidificador, motos ou britadeiras. Além disso, exibem preocupação excessiva com determinados assuntos ou objetos, preferência pela companhia de adultos, facilidade para novos idiomas, não obstante o atraso cognitivo, e um gosto exacerbado por música.A síndrome de Williams decorre de uma perda de um pequeno pedaço de um dos dois cromossomos 7. Como nós temos duas cópias desse cromossomo, uma herdada do pai e outra da mãe, a deleção leva à redução da quantidade de informação produzida pelos genes ali localizados. Essas informações nada mais são do que receitas para se produzir proteínas. Menos receitas significa menos proteínas. Algumas vezes, o organismo tolera bem a produção de menor quantidade de certas proteínas. Em outras, porém, é necessário se ter uma dosagem certa dessas substâncias, para que haja a formação e o desenvolvimento adequado do organismo.Entre as proteínas que são produzidas em quantidade insuficiente na síndrome de Williams, está a elastina, que confere elasticidade a vasos sangüíneos, pulmões, intestinos e pele. A sua produção deficiente leva a estreitamento de artérias do pulmão e também da aorta, o que dificulta a passagem do sangue e leva ao aparecimento de sopros no coração.A falta de outras proteínas vai levar a ocorrência sintomas como o cálcio alto no sangue e falta  de crescimento. Finalmente, as informações produzidas por outros genes, tais como  LIMK1 e RFC2, são importantes para o desenvolvimento e a formação adequada do cérebro e os problemas neurológicos estariam relacionados em sua menor expressão."
Síndrome do X frágil,"A síndrome do X frágil é uma condição hereditária que determina alterações no desenvolvimento intelectual e no comportamento. Embora seja considerada a segunda causa mais freqüente de retardo mental de origem genética – a primeira é a síndrome de Down –, a doença é pouco conhecida, pois as descobertas a seu respeito têm, apenas, cerca de 30 anos.Na década de 70 já se sabia que o problema estava associado à fragilidade de um segmento do cromossomo X, o que acabou fazendo com que ela fosse denominada síndrome do X frágil. Mas só nos anos 90 se descobriu que a causa dessa fragilidade era uma mutação no gene FMR1, sigla de fragile X mental retardation gene 1, que, uma vez alterado, deixa de passar as instruções para a produção de uma proteína essencial para o sistema nervoso. A falta dessa proteína leva a uma significativa alteração na capacidade intelectual e no comportamento. Esses sintomas, no entanto, são bastante freqüentes em muitas outras condições, razão pela qual o diagnóstico da síndrome do X frágil nem sempre ocorre rapidamente.Estudos atuais apontam que a doença afeta um em cada 4 mil meninos e uma em cada 6 mil meninas. A menor freqüência no sexo feminino se deve ao fato de a mulher possuir dois cromossomos X, que acabam por protegê-la da síndrome completa.Só para lembrar, cada pessoa possui 23 pares de cromossomos, um dos quais é determinante do sexo: a mulher tem dois XX e o homem, um X e um Y."
Síndrome do intestino irritavel,"A síndrome do intestino irritável, antigamente denominada colite nervosa, é um distúrbio crônico que afeta predominantemente o funcionamento do intestino grosso, a porção responsável por absorver água e sais minerais provenientes da digestão dos alimentos e por fazer movimentos coordenados, mais precisamente contrações e relaxamentos sucessivos, com o objetivo de eliminar o resíduo restante do processo digestivo pela evacuação.Esses movimentos, porém, não ocorrem de forma coordenada na síndrome, desencadeando, assim, um quadro de sintomas caracterizado sobretudo por desconforto abdominal e necessidade freqüente de evacuar.No entanto, diferentemente de outros transtornos intestinais, a síndrome não possui nenhum componente inflamatório nem infeccioso. Trata-se, portanto, de uma doença benigna, que não se espalha para outros órgãos e nem costuma se agravar, mas que prejudica as atividades diárias de seu portador, interferindo no humor, na concentração e até mesmo nas relações sociais dos indivíduos.No mundo, estima-se que cerca de 10 a 15% da população adulta tenha a síndrome do intestino irritável. No Brasil, como em outras partes do mundo, a doença é o principal diagnóstico no consultório dos gastroenterologistas. Entre as pessoas que procuram atendimento médico com essas queixas, as mulheres jovens são maioria."
Síndrome nefrítica,"A síndrome nefrítica é definida como um grupo de distúrbios que afetam os glomérulos renais, ou seja, as estruturas responsáveis pela filtração do sangue. Na maior parte dos casos, resulta dos diferentes tipos de glomerulonefrites, podendo se apresentar de forma aguda, crônica ou rapidamente progressiva. A doença aguda começa de repente e está mais associada ao desenvolvimento de hipertensão arterial, de inflamação no tecido intersticial dos rins – entre os glomérulos e os túbulos que processam a urina – e de interrupção temporária da função renal. Já a crônica cursa gradual e silenciosamente, evoluindo em longo prazo para a perda irreversível da capacidade de trabalho dos rins, embora esse curso inevitável possa ser retardado com diversas estratégias. A forma rapidamente progressiva, como sugere o nome, é a mais grave das apresentações da síndrome nefrítica, caracterizando-se pela destruição da maioria dos glomérulos. Esse efeito leva o portador da condição à insuficiência renal crônica em semanas ou dias e à conseqüente doença terminal renal, quando os rins funcionam com menos de 10% de sua capacidade e não prescindem da ajuda de medidas artificiais de filtração sanguínea, a exemplo da hemodiálise. Das três formas da síndrome, porém, a aguda é a mais freqüente em pessoas de todas as idades e também a mais simples de resolver."
Síndrome nefrótica,"A síndrome nefrótica é um conjunto de sinais e sintomas que se caracteriza pela perda maciça de proteínas pela urina, tais como a albumina, a transferrina, as gamaglobulinas e as microglobulinas, e pelo surgimento de complicações que afetam vários órgãos e sistemas. Com a excreção protéica exagerada, denominada proteinúria, a produção de proteínas pelo fígado torna-se insuficiente para o perfeito funcionamento do organismo, causando desnutrição. Essa queda no nível de proteína no sangue, em especial da albumina, associada a uma maior retenção de sódio pelos túbulos coletores renais por mecanismos ainda não completamente esclarecidos, provocam o edema (inchaço) característico da síndrome nefrótica, além do aumento da pressão arterial. Há também um aumento nos níveis de colesterol na circulação, que está associado a doenças cardíacas, e ocorre perda de inibidores da coagulação, o que favorece a ocorrência de tromboses venosas. É importante ponderar que todo esse conjunto de conseqüências ocorre gradualmente e pode ser interrompido com o tratamento da causa da proteinúria."
Tabagismo,"O tabagismo é um dos maiores problemas de saúde do mundo, sendo responsável por 30% de todos os cânceres e por mais de 90% dos tumores de pulmão. Está ainda associado à bronquite crônica, ao enfisema pulmonar e a inúmeros outros problemas de saúde. É um problema que ainda está fora de controle. Só no Brasil, existem mais de 35 milhões de consumidores de cigarro.Há inúmeros motivos para as pessoas começarem a fumar ,e, uma vez no vício, é um desafio abandoná-lo, mesmo quando assim o desejam e sabem do seu malefício. Isso se chama dependência. Porém, o tabagismo é uma condição que pode ser combatida com determinação, ajuda profissional e, às vezes, uso de medicamentos. Com esses recursos é possível vencer esse desafio."
Talassemia,"A talassemia, ou anemia do Mediterrâneo, é uma doença hereditária do sangue que afeta a capacidade da pessoa de produzir hemoglobina, o pigmento existente nos glóbulos vermelhos que responde pelo transporte de oxigênio para todos os tecidos e órgãos do corpo.Nessa condição, há um defeito geneticamente determinado em uma das quatro cadeias de proteínas, ou globinas, que formam a hemoglobina, duas denominadas alfa e outras duas chamadas de beta. Esse problema reduz ou impede a fabricação da hemoglobina normal.Além disso, o indivíduo tem os glóbulos vermelhos menores, o que é chamado de microcitose. A talassemia pode ser classificada como alfa ou beta, dependendo da cadeia afetada, e se apresentar de duas formas: minor, quando a pessoa só possui o traço da doença, sem alterações significativas no nível de hemoglobina, ou major, com profundo comprometimento da produção do pigmento, com reflexos severos no baço, no fígado, nos ossos e no coração, o que implica cuidados médicos permanentes.Algumas pessoas podem ter uma apresentação intermediária, com sintomas mais leves. A talassemia atinge principalmente as populações de origem italiana, grega, asiática e africana. Estima-se que, no mundo, 15 milhões de pessoas sejam talassêmicas."
Tendinite,"A tendinite é a inflamação de um ou mais tendões, ou seja, das estruturas fibrosas que conectam os músculos aos ossos e servem para transmitir a força de contração muscular necessária para mover uma determinada parte do corpo. A condição, que pode ocorrer em pessoas de todas as idades, envolve com mais freqüência os tendões dos ombros, cotovelos, mãos e punhos, tornozelos e pés. Em geral, costuma ser temporária, mas, se não tratada corretamente, pode se tornar crônica e incapacitar o indivíduo de executar atividades que exijam a participação do tendão doente. Uma das causas principais de afastamento do trabalho, a tendinite está relacionada com ocupações e com atividades em que se realizam esforços repetitivos, afetando, por exemplo, jogadores de vôlei e de tênis, pianistas, dançarinos, operários e profissionais de informática, entre muitos outros."
Toxoplasmose,"A toxoplasmose é uma parasitose amplamente disseminada na natureza, causada pelo protozoário Toxoplasma gondii, que pode infectar pássaros e um grande número de mamíferos, incluindo o homem, em todas as idades.Após o contágio, o toxoplasma permanece no músculo do hospedeiro, na forma de cistos, ou, então, no caso específico dos gatos, é eliminado nas fezes na forma de oocistos. Os gatos são os únicos hospedeiros definitivos do Toxoplasma, ou seja, somente nestes animais o protozoário tem seu ciclo de vida completo.Os outros mamíferos são hospedeiros intermediários e por isso, mesmo infectados, não conseguem eliminar oocistos nas fezes.Em pessoas cuja imunidade apresenta-se normal – imunocompetentes –, a doença pode até passar despercebida. Tanto é assim que, durante o pré-natal, os anticorpos contra o toxoplasma são detectados em cerca de 50% a 80% das mulheres brasileiras, o que indica contato prévio com esse agente. Já em imunodeprimidos, ou seja, nos indivíduos que estão com o sistema imunológico debilitado por doença – como os portadores de aids – ou por tratamentos – como os transplantados –, a infecção pode ser mais severa, com chances de atingir o cérebro, causando o que se chama de neurotoxoplasmose.A forma congênita da toxoplasmose, passada da mãe para o feto durante a gravidez, também costuma ser grave, uma vez que tem potencial de deixar sequelas neurológicas, visuais e hepáticas no bebê."
Traqueobronquite aguda,"A traqueobronquite aguda é a inflamação dos canais que levam o ar para dentro e para fora dos pulmões, os brônquios. Nessa doença, há um acúmulo de secreção nos brônquios, estreitando-os, em geral causado pelo excesso de produção de muco e pela diminuição na ação dos minúsculos cílios locais, os quais não eliminam adequadamente esse muco.Em geral, o quadro inflamatório surge como uma evolução de gripes e resfriados, tendo uma duração relativamente curta, de uma a duas semanas. Contudo, algumas vezes essa doença pode causar uma hiper-reação de defesa transitória do aparelho respiratório, semelhante à que ocorre na asma, com conseqüente dificuldade de respirar, o que implica cuidados médicos e terapêuticos mais prolongados.A traqueobronquite aguda é uma situação clínica muito comum em qualquer população. Só nos Estados Unidos, responde por 10 milhões de consultas médicas por ano, de acordo com a Sociedade Brasileira de Pneumologia e Tisiologia."
Trombose,"A trombose venosa profunda é uma doença caracterizada pelo surgimento de um coágulo de sangue – o trombo – em um vaso do sistema venoso profundo, o que determina a obstrução parcial ou total dessa veia e impede a circulação local.Esse evento pode afetar qualquer parte do corpo, mas acomete com mais freqüência as veias das pernas e coxas, às vezes de forma associada a uma inflamação venosa – a flebite –, quando recebe a denominação de tromboflebite.A formação do coágulo deriva de diversos fatores de risco, especialmente da imobilidade prolongada, sendo mais comum em pessoas com idade superior a 50 anos.Estima-se que ocorram 50 casos de trombose venosa profunda a cada 100 mil habitantes. Apesar da elevada freqüência, todo indivíduo com essa suspeita requer atendimento médico de emergência, pelo risco de um fragmento do coágulo se desprender, ganhar a circulação com o sangue que retorna aos pulmões para ser oxigenado e ali causar um entupimento, conhecido como embolia pulmonar, que pode levar o indivíduo à insuficiência respiratória e morte."
Tuberculose,"A tuberculose é uma doença infectocontagiosa que pode atacar diversos órgãos, mas que usualmente afeta os pulmões. Causada pelo Mycobacterium tuberculosis, também chamado de bacilo de Koch, por ter sido isolado pelo pesquisador alemão Robert Koch, em 1882, o agente causador da moléstia destrói os alvéolos pulmonares, os pequenos sacos de ar onde o oxigênio é absorvido nos pulmões. Com isso, formam-se escavações (ou cavernas) nos pulmões, as quais dificultam a respiração e oxigenação adequada.A forma disseminada da doença é conhecida como “miliar”. Essa infecção já fez milhões de vítimas ao longo da história da humanidade, pois apenas em 1944 foram descobertos os primeiros medicamentos para combater o bacilo de Koch. Mas está longe de ser uma doença do passado.Segundo a Organização Mundial de Saúde, um terço da população do mundo está infectada por esse agente e, a cada ano, surgem 10 milhões de novos casos, especialmente em nações pobres e em desenvolvimento, dos quais 3 milhões são fatais.O Brasil infelizmente está entre os 22 países que concentram 80% dos indivíduos contaminados, com 95 mil casos registrados a cada ano. Como a baixa imunidade é um fator predisponente para desenvolvimento da tuberculose, a doença tem crescido muito entre os portadores de aids e de outras doenças crônicas debilitantes e pessoas que receberam transplante.Apesar dos números alarmantes, é importante ressaltar que essa moléstia tem cura, desde que o tratamento seja feito corretamente, com regularidade do uso dos medicamentos e pelo tempo prescrito pelo médico. A falta de adesão ao tratamento dá origem à formas resistentes da micobactéria, mais agressivas e mais difíceis de tratar."
Tétano,"O tétano é uma doença infecciosa grave, causada pela toxina da bactéria Clostridium tetani, um microrganismo encontrado no solo, fezes de animais, poeira doméstica e superfícies de objetos com ferrugem sob a forma de esporos, ou seja, de estruturas resistentes que se formam em condições desfavoráveis para a bactéria.A doença pode acometer indivíduos não-imunes de qualquer idade e não é transmissível de uma pessoa para outra. Ocorre com mais freqüência em regiões onde o acesso aos serviços de saúde é limitado, inspirando cuidados médicos imediatos pelo risco de haver contratura dos músculos respiratórios, com conseqüente impedimento da respiração e morte."
Urticária,"A urticária consiste em uma reação alérgica que atinge a pele ou mucosas. Na prática, os fatores desencadeantes dessa condição ativam os mastócitos, que são células do sistema imunológico de defesa presentes na pele, que liberam algumas substâncias responsáveis pela reação alérgica.A manifestação pode ser aguda, quando dura menos de 30 dias, ou crônica, quando persiste por mais seis semanas.Em geral, cursa de forma benigna, mas existe um tipo mais grave de reação, denominado edema de Quincke, que requer atendimento de emergência pelo risco de atingir a laringe e provocar asfixia.A urticária ocorre em todas as idades, chegando a afetar em torno de 20% da população em algum momento da vida."
Uveíte,"A uveíte é uma inflamação intra-ocular que envolve isoladamente ou em conjunto as três estruturas da úvea: a íris, que circunda a pupila e funciona como a lente de uma máquina fotográfica, controlando a entrada de luz; o corpo ciliar, formado por músculos que se contraem para permitir o foco de objetos próximos; e a coróide, que faz o revestimento interno do globo ocular. Responsável pela nutrição dos olhos, a úvea fica em sua camada intermediária e tem contato com a porção externa (esclera) e a porção interna (retina e vítreo). Por isso, o processo inflamatório na úvea pode acometer por contiguidade todas as estruturas do globo ocular. Sem tratamento, portanto, a condição é capaz de causar lesões oculares importantes podendo gerar complicações como a catarata, o glaucoma e o descolamento da retina. A uveíte freqüentemente ocorre como manifestação secundária de enfermidades inflamatórias e infecciosas, sendo mais comum no adulto jovem, entre 20 e 40 anos."
Varizes,"As varizes são veias dilatadas de forma permanente e irreversível, nas quais o sangue tem dificuldade de retornar para o coração. Podem aparecer em homens e mulheres, especialmente na segunda metade da vida, mas incidem mais na população feminina, por conta da ação dos hormônios.Numa situação normal, depois que o sangue irriga os membros inferiores, as veias das pernas o reconduzem de volta ao coração com a ajuda da musculatura e de um sistema de válvulas que impede seu retorno para baixo, pela ação da gravidade. Quando essas válvulas não funcionam adequadamente, parte do sangue que deveria subir até o coração fica empoçada, desencadeando a dilatação que caracteriza a condição.As microvarizes só comprometem a estética das pernas, mas as varizes de maior calibre podem causar sintomas incômodos e aumentar a possibilidade de haver inflamação das veias, que cursa com a formação de coágulos.No sistema venoso superficial, essa inflamação é chamada de flebite e costuma evoluir de forma benigna. Já no sistema venoso profundo, o problema atende pelo nome de trombose e traz riscos de complicações pulmonares graves, decorrentes da migração de coágulos para os pulmões."
Vitiligo,"O vitiligo é uma doença não-contagiosa na qual ocorre perda da pigmentação natural da pele, que pode ser localizada, afetando apenas um segmento do corpo, generalizada, com várias áreas atingidas, ou universal, quando mais de 50% da superfície corpórea sofre a despigmentação.Esse processo se apresenta em forma de placas, mais freqüentemente em regiões como punhos, dorso das mãos, dedos, axilas, pescoço, genitália, rosto – ao redor da boca e dos olhos –, cotovelos, joelhos, virilha e antebraços. O local da manifestação adquire um aspecto esbranquiçado, que fica bastante sensível ao sol, requerendo proteção redobrada. À exceção desse risco maior de queimaduras, a descoloração não causa prejuízos mais sérios à saúde. Contudo, é comum que as alterações estéticas decorrentes da doença produzam distúrbios psicológicos, que são agravados pelo peso que a sociedade contemporânea dá à aparência pessoal.Estudos demonstram que pelo menos metade dos portadores de vitiligo sofre discriminação social. Essa constatação torna o acompanhamento psicológico um aliado do tratamento, até porque o comprometimento emocional parece interferir na evolução das lesões. De qualquer forma, não se trata de uma condição rara.O vitiligo está presente em pelo menos 1% da população geral, com predileção pela faixa etária dos 10 aos 30 anos."
